innings,Over,Commentary,active_partnership,reviews,Review_team,Review_batsman,Review_umpire,Review_outcome,Umpires_call,Partnership_broken,match
England 1st innings,80.2,"Lyon to Rory Burns, no run, running confusion. Burns chops one out to point, right where Khawaja is but for some reason he thinks there's a single on this. He'll need a dive eventually in return",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,80.1,"Lyon to Rory Burns, no run, big-blooded sweep as he drags it against the spin from well outside off, and smashes all of it into short leg",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,79.6,"Head to Stokes, no run, wasted full toss down leg, but Stokes merely tickles it out to square leg",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,79.5,"Head to Stokes, no run, a very beside-the-line stoopy block into the pitch",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,79.4,"Head to Stokes, no run, in the leg-stump blockhole. He can bunt",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,79.3,"Head to Stokes, no run, length, not quite allowing Stokes to get all-that-down, as he punches this one out to cover",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,79.2,"Head to Stokes, no run, a bigger lean, almost sniffing the 79-over leather on this one",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,79.1,"Head to Stokes, no run, full on off. Stride, leaning in the smother",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,78.6,"Lyon to Rory Burns, no run, excessive drift and just too full. Easy full-faced blocks these",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,78.5,"Lyon to Rory Burns, no run, back, half-across, fully-behind in defence",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,78.4,"Lyon to Rory Burns, no run, quicker one on off, Burns has a half-forward defence",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,78.3,"Lyon to Rory Burns, no run, tighter on the stumps. And he'll dish out respect",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,78.2,"Lyon to Rory Burns, 2 runs, sits, looking to sweep at first, but then realizes it's just not full enough to be doing so to .. so pulls off one-knee, nearly picking out mid-on",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,78.1,"Lyon to Rory Burns, no run, on middle and leg, on-sided defence",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,77.6,"Head to Stokes, 2 runs, back, away, carving it away through sweeper",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,77.5,"Head to Stokes, no run, wide drag down, so much so that Stokes has quite a task in reaching out to it. Plus it didn't have any pace on it either, making him drag it out tamely",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,77.4,"Head to Rory Burns, 1 run, short again, Burns decides to go through point now, courtesy a polite-er stab",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,77.3,"Head to Rory Burns, FOUR, long hop - typically part-timerly - and Burns has no half measures thrown in, whacking it hard and in front of cover",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,77.2,"Head to Rory Burns, no run, straighter, clipped out to mid-wicket",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,77.1,"Head to Rory Burns, no run, tossed up on off, Burns will smother with his stride",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,76.6,"Lyon to Stokes, FOUR, early premeditation of the paddle, spotting the rather full length outside off and sitting down right under it in lapping it away into some deliciously vacant regions behind square",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,76.5,"Lyon to Stokes, no run, the usual - back, across, behind, block",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,76.4,"Lyon to Stokes, no run, slapped now off the back foot .. didn't really have the width to be doing it to, getting it high on the back and then picking out point",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,76.3,"Lyon to Stokes, no run, finally forward, to the pitch in the block",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,76.2,"Lyon to Stokes, no run, another back-foot trek, getting squared up this time with the ball spinning across big, taking the outside half and skewing away to point",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,76.1,"Lyon to Stokes, no run, back in the crease to a delivery that'a quite full to be going there to in the first place. And then it scoots low as well. But Stokes' crouch will adjust to keep it out",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,75.6,"Wade to Rory Burns, 2 runs, 79.8mph, back of a length just outside off. And neat from Burns, wristing it off the back foot through mid-wicket once again",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,75.5,"Wade to Rory Burns, 2 runs, 79.7mph, okay Burns' had enough. He goes for an ugly cross-batted whack, and it just clears the wide mid-on",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,75.4,"Wade to Rory Burns, no run, 78.2mph, length, angling across. Burns has a stride close in defence",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,75.3,"Wade to Rory Burns, no run, 80.1mph, near yorker on off, squeezed",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,75.2,"Wade to Stokes, 1 run, 79mph, wild wide full toss, sliced away through extra cover",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,75.2,"Wade to Stokes, wide, now, now. He loses every bit of his radar with this one almost cutting the line of the pitch outside off",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,75.1,"Wade to Rory Burns, 1 run, 76mph of feeding the pads on the full. Burns doesn't take full toll though, clipping it casually through mid-wicket",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,74.6,"Lyon to Stokes, no run, full, and a walking flick to mid-wicket",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,74.5,"Lyon to Stokes, no run, walks, covers off and is happy to watch this do its bit outside off",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,74.4,"Lyon to Stokes, no run, slightly squared up in defence with Lyon tightening it up on the stumps",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,74.3,"Lyon to Stokes, no run, another big plonk, but Lyon's smartly drifted this outside off for Stokes to settle into a block",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,74.2,"Lyon to Stokes, FOUR, brave sweep. An off-line, but Stokes commits big time into it, sinking with a huge stride to then nail it through an empty square leg",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,74.1,"Lyon to Rory Burns, 1 run, forward, adopting the line and tickling it through square leg",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,73.6,"Siddle to Stokes, no run, walks outside in the hope to throw Siddle off his length, and the clips it away to leg",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,73.5,"Siddle to Stokes, no run, back-foot, with a striaght-faced block to cover",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,73.4,"Siddle to Stokes, no run, goes round the wicket and nibbles away outside off. No stroke",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,73.3,"Siddle to Rory Burns, 1 run, tummy-lined. Burns lines up behind and gently defends it round the corner",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,73.2,"Siddle to Rory Burns, no run, 81.3mph. Burns goes loose. Really, really loose. A very wide delivery, and Burns goes chasing on the drive with the ball swinging further away",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,73.1,"Siddle to Rory Burns, no run, 83.7mph, goes on a knee to drive, but doesn't get hold of it as he miscues it out to cover",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,72.6,"Lyon to Stokes, no run, angles in on off, grips and rips away. Stokes though doesn't even bother, premeditating the leave all through",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,72.5,"Lyon to Stokes, no run, leans out to the pitch of it, dead-batting there",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,72.4,"Lyon to Stokes, no run, back, across, covering it in defence now",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,72.3,"Lyon to Stokes, FOUR, really short, but Stokes makes it look really streaky .. backs away to cut, top-edges and it goes damn quickly over second slip",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,72.2,"Lyon to Rory Burns, 1 run, really defensive lines these with this off-sided field as Lyon once again darts one on the legs and Burns manages to flick it easily in front of square",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,72.1,"Lyon to Rory Burns, no run, a very middle-line, clipped out to mid-wicket",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,71.6,"Siddle to Stokes, no run, slices the length ball to the man at point",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,71.5,"Siddle to Stokes, no run, pitched up delivery by Siddle, Stokes drives it firmly to mid-off",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,71.4,"Siddle to Stokes, FOUR, late-cut by Stokes! Waits for the ball to arrive and plays a perfect late-cut. There was no fielder in the deep at third man and that shall be Stokes' first boundary of this innings",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,71.3,"Siddle to Stokes, no run, slightly full in the channel outside off, comes from round the wicket and tries to angle it into the batsman, Stokes doesn't bother to fiddle with it",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,71.2,"Siddle to Rory Burns, 1 run, back of a length around middle and leg, worked through square leg by Rory Burns",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,71.1,"Siddle to Rory Burns, no run, short of a length around off, Rory Burns knocks it towards extra cover, played that off his back foot",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,70.6,"Lyon to Stokes, no run, nice flight on this delivery, Stokes pokes and gets beaten",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,70.5,"Lyon to Stokes, no run, back in his crease to nudge the short ball towards mid-wicket",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,70.4,"Lyon to Stokes, no run, tossed up delivery around middle and leg, Stokes blocks it off his front foot",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,70.3,"Lyon to Rory Burns, 1 run, maiden Test century for Rory Burns and the Edgbaston crowd is up on its feet. Such a lovely knock this has been by the left-hander, replicating what Smith did for Australia. Played out the new ball initially and has kept getting those boundaries at regular intervals - against the spinner as well as the pacers. His team mates in the dressing room are proud of his effort as they give him a standing ovation. Needs to convert this one into a big one though, his job isn't done yet. Getting back to the ball - he had clipped it towards mid-wicket and called for a quick single to bring up the magical three-digit mark. There was a direct-hit at the bowler's end, but the batsman is well in. Magical moment, indeed...",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,70.2,"Lyon to Rory Burns, no run, flighted delivery around middle and leg, Rory Burns has clipped it to mid-wicket, nervous 90s, you see",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,70.1,"Lyon to Stokes, 1 run, on the pads by Lyon and it's been nudged towards square leg by Stokes",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,69.6,"Siddle to Rory Burns, no run, pitched up by Siddle and it's been sliced to point by Rory Burns, has to wait for that magical three-figure mark as the fielder stops it with a dive",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,69.5,"Siddle to Rory Burns, no run, clips the back of length delivery but finds the man at mid-wicket, still on 99*",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,69.4,"Siddle to Stokes, 1 run, clipped to deep backward square leg by Stokes. Burns is back on strike and the decibels in the stadium go a notch up",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,69.3,"Siddle to Stokes, no run, slightly full delivery by Siddle, Stokes blocks it from within the crease",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,69.2,"Siddle to Stokes, no run, back of a length around middle and leg, Stokes knocks it to mid-on",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,69.1,"Siddle to Stokes, no run, on a length around off, Stokes walks outside his crease and eases this to mid-on",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,68.6,"Lyon to Rory Burns, no run, Rory Burns plays out a maiden again Lyon, rocks back in his crease and punches it to cover-point",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,68.5,"Lyon to Rory Burns, no run, another sharp off-break outside off, beaten on his poke",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,68.4,"Lyon to Rory Burns, no run, tossed up delivery outside off, sliced to point",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,68.3,"Lyon to Rory Burns, no run, sharp off-break outside off, Rory Burns tries to defend it but the ball whizzes past his outside edge",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,68.2,"Lyon to Rory Burns, no run, keeps his head steady and pats it towards point",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,68.1,"Lyon to Rory Burns, no run, tossed up delivery around off, Rory Burns blocks it off his front foot",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,67.6,"Pat Cummins to Stokes, no run, angled away from the batsman in the channel outside off, Stokes has left it again",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,67.5,"Pat Cummins to Stokes, no run, sticks to his line, length delivery outside off and it's been left alone by Stokes",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,67.4,"Pat Cummins to Stokes, no run, short of a length, keeps straight and Stokes shoulders arms",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,67.3,"Pat Cummins to Rory Burns, 1 run, slight misfield at covers but Burns sticks to a single, doesn't need to risk another run, he's on 99* after all",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,67.2,"Pat Cummins to Rory Burns, FOUR, easy pickings! A gift of a delivery on the pads and Rory Burns tickles it to the fine leg fence, just two more for his century",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,67.1,"Pat Cummins to Rory Burns, no run, short and wide outside off, Rory Burns slashes away from his body but can't reach there",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,66.6,"Lyon to Stokes, no run, shortish delivery by Lyon, punched to cover-point by Stokes",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,66.5,"Lyon to Rory Burns, 1 run, short in length outside off, Rory Burns treks back and punches it through point",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,66.4,"Lyon to Rory Burns, no run, lil slower as compared to the last ball, 53mph, Rory Burns has patted this one towards point",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,66.3,"Lyon to Rory Burns, no run, off break in the channel outside off, it kicks off the surface and beats Rory Burns' poke",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,66.2,"Lyon to Stokes, 1 run, slightly short outside off, keeps a touch low too and it's been chopped through point",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,66.1,"Lyon to Rory Burns, 1 run, short and wide outside off, Rory Burns slaps it to sweeper cover off his back foot, finally scores a run after 19 balls",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,65.6,"Pat Cummins to Stokes, no run, pitched up Pat Cummins, Stokes keeps his eyes on the ball and deflects it towards point",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,65.5,"Pat Cummins to Stokes, no run, outside off, curving away from Stokes who leaves it alone",5,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,65.4,"Pat Cummins to Buttler, out Caught by Bancroft!! Edged and taken! Cummins is pumped and so are his team mates. Good passage of play for Australia, clawing their way back in the match. This was bowled on back of a length around off and the ball held its line, Buttler pokes at it and gets thick outside edge to third slip. Bancroft takes a good low catch and Cummins bags his first wicket. Don't think Australia will be interested to take the second new ball anytime soon. This used ball itself is doing wonders for them. Buttler c Bancroft b Pat Cummins 5(10) [4s-1]",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,65.3,"Pat Cummins to Buttler, no run, straight and full outside off, Buttler shoulders arms",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,65.2,"Pat Cummins to Buttler, no run, on a length outside off, Buttler pats it towards the man at point, soft hands at work",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,65.1,"Pat Cummins to Buttler, no run, fuller and around off, Buttler prefers to hang back and defend it into the off-side",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,64.6,"Pattinson to Rory Burns, no run, in the channel outside off, another successful leave by Rory Burns",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,64.5,"Pattinson to Rory Burns, no run, drags back the length on this one, outside off and the batsman leaves it be",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,64.4,"Pattinson to Rory Burns, no run, goes for an off-drive and gets an inside edge on to his pads",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,64.3,"Pattinson to Rory Burns, no run, on a length outside off, the ball moves late before it settles into Paine's mitts",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,64.2,"Pattinson to Rory Burns, no run, skiddy length delivery outside off, Rory Burns lifts his bat",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,64.1,"Pattinson to Buttler, 1 run, on a length around middle and leg, Buttler clips it through mid-wicket",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,63.6,"Pat Cummins to Rory Burns, no run, excellent delivery to end the over, short in length and seaming away from the batsman, Rory Burns pokes and gets beaten again. It's a maiden over. The change of ball has done wonders for Australia, indeed..",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,63.5,"Pat Cummins to Rory Burns, no run, well outside off, pitched up by Pat Cummins and Burns doesn't fiddle with this one",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,63.4,"Pat Cummins to Rory Burns, no run, moving away from the left-hander outside off, Burns gets beaten on his drive",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,63.3,"Pat Cummins to Rory Burns, no run, angled away from the batsman outside off, length delivery and it's been left alone",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,63.2,"Pat Cummins to Rory Burns, no run, snaking into the batsman outside off, full length delivery that scroots past his off-drive. Burns finding it difficult to score in his 90s",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,63.1,"Pat Cummins to Rory Burns, no run, seaming into the batsman outside off, Rory Burns leaves it",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,62.6,"Pattinson to Buttler, FOUR, glorious drive to end the over! On his front foot in order to drill the overcooked delivery through covers, not a bad shot to open his account. Top-notch cricket shot!",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,62.5,"Pattinson to Buttler, no run, slides this one down the leg side, Buttler attemps a leg glance and misses",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,62.4,"Pattinson to Buttler, no run, enormous swing on that, curving away from the batsman outside off, Buttler is not going to chase those",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,62.3,"Pattinson to Buttler, no run, this one kept a touch low, Buttler brings his bat down and knocks it back to the bowler",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,62.2,"Pattinson to Buttler, no run, welcomes the new batsman with a length delivery outside off, Buttler leaves it alone",4,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,62.1,"Pattinson to Denly, out Lbw!! ""Change of ball has worked for Australia,"" says Nasser Hussain on air. Denly takes his time, has a word with his partner, and starts walking. Only an inside edge could have saved him because it was absolutely crashing into the stumps. The batsman was expecting an outswinger as Pattinson bowled several such deliveries in his previous over. But this one swung in sharply, went past his drive and rapped him on the back foot. Impact was around off and it would have ratted the middle and leg stumps. Denly lbw b Pattinson 18(36) [4s-3]",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,61.6,"Pat Cummins to Rory Burns, no run, nips away from Bruns in the channel outside off, left alone",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,61.5,"Pat Cummins to Rory Burns, no run, 87mph, on a length around off, Rory Burns push-drives it to mid-off",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,61.4,"Pat Cummins to Rory Burns, no run, speared across the batsman outside off, Rory Burns shoulders arms",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,61.3,"Pat Cummins to Rory Burns, no run, on his front foot as he drives the full delivery to mid-off",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,61.2,"Pat Cummins to Rory Burns, no run, presents the full face of his bat and drives it to mid-on, was a touch fuller this ball",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,61.1,"Pat Cummins to Rory Burns, no run, seaming away from Burns in the channel outside off, he doesn't offer a shot",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,60.6,"Pattinson to Denly, no run, short of a length around middle and leg, Denly gets his bat in the way and tucks it into the leg side",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,60.5,"Pattinson to Denly, no run, straighter line, in the channel outside off and the ball doesn't do much, Denly has a look before it settles into the keeper's mitts",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,60.4,"Pattinson to Denly, no run, short and jagging away in the channel outside off, Denly decides to not mess with it",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,60.3,"Pattinson to Denly, no run, another ripper by Pattinson! Short of a length around off and curves sharply to beat Denly's poke, that was inches close to the outside edge. Well bowled mate!",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,60.2,"Pattinson to Denly, FOUR, won't make a different to Denly though. Doesn't matter if it swings, he'll keep playing his shots. Slightly full delivery by Pattinson, outswinger and the batsman has drilled it past the man at mid-off with authority",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,60.1,"Pattinson to Denly, no run, full toss outside off, swinging away from the batsman, Denly goes for a drive and gets beaten. Huge swing on that occasion, this ball looks nasty",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,59.6,"Pat Cummins to Rory Burns, no run, short of a length outside off, Rory Burns leaves it alone",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,59.5,"Pat Cummins to Rory Burns, FOUR, Burns moves into the 90s with this boundary! For the first time ever in Test cricket. Leans forward and creams the overpitched delivery past the man at mid-off, all he had to do is place it perfectly, which he did",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,59.4,"Pat Cummins to Rory Burns, no run, 83.5mph, short and angled away from the batsman outside off, Rory Burns plays inside the line and gets beaten",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,59.3,"Pat Cummins to Rory Burns, 2 runs, back of a length around middle and leg, Rory Burns clips it through backward square leg for a couple of runs, runs coming thick and fast",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,59.2,"Pat Cummins to Rory Burns, no run, slightly full outside off, Rory Burns goes for a drive and gets beaten, played down a wrong line, did the batsman",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,59.1,"Pat Cummins to Rory Burns, no run, slightly short in length, Rory Burns holds his shape and knocks this in front of mid-on",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,58.6,"Lyon to Denly, no run, keeps his head steady and defends it towards the leg side",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,58.5,"Lyon to Denly, no run, floated delivery around middle and leg, Denly flicks it to mid-wicket",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,58.4,"Lyon to Rory Burns, 1 run, flighted delivery around off, Rory Burns slices it to sweeper cover",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,58.3,"Lyon to Rory Burns, no run, flatter around off, Rory Burns knocks it to cover",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,58.2,"Lyon to Rory Burns, no run, tossed up delivery around off, Rory Burns defends it off his front foot",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,58.1,"Lyon to Rory Burns, no run, clips the tossed up delivery to mid-wicket",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,57.6,"Pat Cummins to Denly, no run, overpitched around off, Denly drives it to mid-off",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,57.5,"Pat Cummins to Denly, no run, on his front foot in order to knock that towards mid-on",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,57.4,"Pat Cummins to Denly, no run, back of a length outside off, Denly pokes and gets beaten, that whizzed past his inside edge",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,57.3,"Pat Cummins to Denly, no run, pitched up by Pat Cummins, Denly nurdles it towards mid-wicket",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,57.2,"Pat Cummins to Denly, no run, short of a length around off, Denly taps this to the left of point",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,57.1,"Pat Cummins to Rory Burns, 1 run, pitched up around off and it's been clipped to wide mid-on by Rory Burns",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,56.6,"Lyon to Denly, FOUR, confident shot! Denly lunges forward and caresses the loopy delivery through the gap at covers. The crowd had started clapping immediately as he connected the shot, there wasn't a fielder in the deep and that's four runs for England's number 4",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,56.5,"Lyon to Rory Burns, 1 run, worked through square leg by Rory Burns, one more added to the total",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,56.4,"Lyon to Denly, 1 run, slightly short outside off, Denly punches it to covers for a single",3,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
