title,paragraphs
2014 SOGT CLO (FINAL).pdf,"1.07, a significant improvement over the estimate weighted cost index of 1.36. The cost metrics shown in Table 1 and presented throughout this report, are based on the cost benchmarks established using IPA’s Cost Capacity models. These models were executed using location adjustment factors based on IPA’s wage rate and productivity data for the region. The SOGT Project team’s productivity and wage rates data are not significantly different from those typically encountered by IPA in the region.  "
2014 SOGT CLO (FINAL).pdf,"The normalised actual cost for the overall project is the same (0 percent deviation) as  the authorisation estimate;9 industry projects completed in 2013 had an average cost underrun  of 1 percent, while PETRONAS projects typically underrun their cost estimates by 5 percent. The project’s cost predictability is therefore comparable to industry but more predictable than PETRONAS."
2014 SOGT CLO (FINAL).pdf,"The actual cycle time for the SOGT Project was 44 percent longer than industry average, driven mainly by a long project definition phase. The actual construction duration was 4 percent longer than Industry. The execution duration of 38.4 months was 1 percent shorter than the industry average of 39 months. The execution phase schedule deviation was "
2014 SOGT CLO (FINAL).pdf,"-1 percent, which is less than the industry average schedule deviation of 15 percent and less  than the 14 percent average schedule deviation for PETRONAS projects completed in 2013. The project’s execution schedule is therefore more predictable than industry and PETRONAS. Finally, the project’s actual start-up duration was significantly slower than the industry average. For more information on the project outcomes, please refer to the Safety Performance, Cost Analysis, and Schedule Effectiveness sections in the report and relevant appendices. DRIVERS Table 2 SOGT Project Drivers Summary Project Drivers SOGT Project Industry Average PETRONAS Average10 Team Development Index Fair Fair Poor Classes of Facility Quality Use No 30 percent 0 percent Front-End Loading (Facilities) 6.25, Fair 6.38, Fair 7.67, Poor Front-End Loading (Pipelines) 6.33, Fair 6.38, Fair 7.50, Poor Value Improving Practices Use11 33 percent 23 percent 6 percent As shown in Table 2, the SOGT Project’s Team Development Index (TDI) was Fair at   authorisation, which is comparable with industry average and better than the PETRONAS 9 Cost deviation is calculated by dividing the difference between the actual costs (de-escalated to the time of the  estimate) and the estimate by the estimated cost fixed at the estimate date. 10 All PETRONAS averages as reported at IBC 2014 and based on projects completed in 2013, except for Pipeline Front End Loading which is as reported at UIBC 2013. 11 Prior to IBC 2012, the VIPs Use calculation was based on 12 possible Value Improving Practices. The metric is  now based on 10 possible VIPs. This change results in slight variation with industry and company averages from  those reports at IBC 2012."
2014 SOGT CLO (FINAL).pdf,"CONFIDENTIAL 11 IPA average for large projects. The project team was aligned around the business and project objectives. However, the team was still missing key members at authorisation and had not yet developed a clear understanding of their roles and responsibilities with the EPCC Alliance contractor. The project had developed detailed risk register and risk management plans and followed the PETRONAS project development process. "
2014 SOGT CLO (FINAL).pdf,"The SOGT Project achieved a Fair FEL Index for both facilities (6.25) and pipelines (6.33) at authorisation, which is comparable with Industry and better than PETRONAS’s Poor average. For both the facilities and pipelines scopes, the project team completed most of the necessary site factors, completed a detailed basis of design, and built a control-grade estimate, but had yet to develop a fully resource-loaded schedule. "
2014 SOGT CLO (FINAL).pdf,"Finally, the project team used 33 percent of applicable Value Improving Practices  (VIPs). This VIPs use is better than both the PETRONAS average (6 percent) and industry  average (23 percent) and falls within the recommended range of 30 to 60 percent of applicable VIPs. For more information on the project drivers, please refer to the Project Drivers Appendix. EXECUTION DISCIPLINE Table 3 SOGT Project Execution Discipline Summary Project Execution Discipline SOGT Project Industry Average PETRONAS Average Project Control Index Good Fair Poor Major Late Changes  0 2.00 Not available Project Manager Turnover No 54 percent of projects 33 percent of projects As shown in Table 3, the SOGT Project was sanctioned with a Good Project Control Index (PCI), which is better than both PETRONAS’s Poor average for large projects and the"
2014 SOGT CLO (FINAL).pdf,"Fair industry average. The cost estimate was validated by PETRONAS’ estimating group, detailed physical progressing was done for both engineering and construction, the team issued discipline-level monthly progress reports, and the project had an integrated project controls team leading the project control effort. "
2014 SOGT CLO (FINAL).pdf,"The SOGT Project did not experience any major late changes as per IPA definition. In contrast, typical industry projects average 2.00 major late changes per project. IPA measures as a major late change any design and/or scope change that takes place after authorization that costs the equivalent of 0.5 percent of the authorized estimate or causes at least 1 month of schedule delay. "
2014 SOGT CLO (FINAL).pdf,"The project did not experience project manager turnover in the core PETRONAS  project team. In comparison, 54 percent of industry projects completed in 2013 had project  manager turnover, while 33 percent of PETRONAS projects turned over the project manager. The Project Execution Discipline Appendix provides a detailed description of the SOGT Project execution discipline metrics. CONFIDENTIAL 12 IPA BASIS OF COMPARISON Schedule benchmarks were provided using IPA’s Megaproject Schedule Models. These models are based on a dataset of 171 megaprojects with MOD costs ranging from"
2014 SOGT CLO (FINAL).pdf,"US$800 million to US$18 billion. In addition, the dataset includes predominantly greenfield (58 percent) and colocated (26 percent) projects, predominantly in the hydrocarbon processing and transport sector. The megaproject schedule models were used to obtain industry benchmarks for durations for project definition, detailed engineering, construction and execution.   "
2014 SOGT CLO (FINAL).pdf,"Consistent with IPA’s SOGT Project prospective evaluation, the closeout evaluation provides cost analyses for the gas plant, crude and condensate storage tanks, as well as the crude and condensate offshore export pipelines. These scopes represent 50 percent of the total project scope in terms of cost. Each scope was evaluated using scope-specific cost-capacity models. These models are based on sets of projects with similar scopes in terms of functionality.  "
2014 SOGT CLO (FINAL).pdf,"The key characteristics of the comparison datasets used to analyse the cost of the aforementioned scopes of the SOGT Project are described below. As analyses were based on cost-capacity models, applicability of the models is determined based on installation of similar scope and technical characteristics (e.g., capacity for the gas plant or volume for the tanks) falling within the range of the model dataset. Comparing the technical characteristics of individual SOGT Project scopes and the projects in the relevant model dataset show the models are a good fit for benchmarking the SOGT Project’s costs. "
2014 SOGT CLO (FINAL).pdf,"The SOGT Project Gas Plant was evaluated using IPA’s Gas Plant Cost Capacity Model. The key characteristics of projects in the model dataset and those of the SOGT Project  are shown in Table 4. Table 4 Gas Plant Comparison Dataset Key Project Characteristic SOGT Project Gas Plant Comparison Dataset  (n = 21) ISBL12 Cost (in US$ millions MOD13) 442.0 277   (Range: 59 ‒ 1460) Authorisation Date  2010 2005   (Range: 1998 ‒ 2010) Location Sabah, Malaysia 40 percent Asia 27 percent Middle East 18 percent South America 9 percent Oceania 4 percent Africa Project Type Greenfield 86 percent Greenfield 9 percent Colocated 5 percent Expansion Gas Throughput (MMscfd) 1,250 264    (Range: 80 ‒ 1600) Condensate Throughput (kbpd14) 65"
2014 SOGT CLO (FINAL).pdf,7.19  (Range: 1 ‒ 160)   The gas plant comparison dataset was also used to obtain the industry average start-up duration for the SOGT Project. This is based on the premise that the gas/condensate processing facilities would drive the start-up duration of the project.                                                    
2014 SOGT CLO (FINAL).pdf,"12 ISBL cost excludes costs associated with the finger type slugcatcher and the export compression facilities 13 Money of the day 14 kbpd = thousand barrels per day CONFIDENTIAL 13 IPA The SOGT Project Crude and Condensate Storage Tanks were evaluated using IPA’s Gas Tank Model. The key characteristics of the projects in the model dataset and those of the SOGT Project are shown in Table 5. Table 5 Crude and Condensate Storage Tank Comparison Dataset Key Project Characteristic Crude Storage Tanks   (values are per  tank) Condensate Storage Tanks  (values are per   tank) Tank Comparison Dataset  (n = 51) Cost (in US$ millions MOD) 5.515 2.616 5   (Range: 0.5 ‒ 81) Authorisation Date 2010 2005   (Range: 1999 ‒ 2009) Location Sabah, Malaysia 80 percent North America 8 percent Asia 6 percent Oceania 4 percent Africa 2 percent Europe Project Type Greenfield 26 percent Greenfield 8 percent Colocated 28 percent Expansion 26 percent Add-On 12 percent Other Capacity (in thousand bbl) 500 250 146   (Range: 10 ‒ 600) Floating Roof Yes Yes 63 percent Yes 37 percent No The SOGT Crude and Condensate Export Offshore Pipelines were evaluated using IPA’s Offshore Pipeline Model. The key characteristics of the projects in the model dataset  and those of the SOGT Project are shown in Table 6. Table 6 Offshore Pipeline Comparison Dataset Key Project Characteristic Crude Export Pipeline Condensate Export Pipeline Offshore Pipeline Comparison Dataset   (n = 126) Cost (in US$ millions MOD) 28.0 28.3 113   (Range: 2.1 ‒ 1690) Authorisation Date  2010 2001   (Range: 1990 ‒ 2009) Location Sabah, Malaysia Global   (18 percent Malaysia) Length (km) 10 12 67   (Range: 0.4 ‒ 684) Outside Diameter (in) 36 28 17   (Range: 4.5 ‒ 46) Maximum Water Depth (m) 28 28 250   (Range: 4.6 ‒ 1935) 15 Total cost for the four crude storage tanks is US$22.09 million 16 Total cost for the three condensate storage tanks is US$7.64 million CONFIDENTIAL 14 IPA CONCLUSION AND LESSONS LEARNED The SOGT Project was the first major project executed in Sabah, Malaysia, by any  company and the first under an EPCC Alliance contracting strategy for PETRONAS Carigali."
2014 SOGT CLO (FINAL).pdf,"The project was sanctioned with Fair drivers coupled with a team that was still in development at sanction, with conservative cost and schedule targets. The project could only further improve definition and team development after the EPCC Alliance contractor came on board and became an integrated part of the project team. Despite productivity challenges, the strong focus on cost management helped the project be executed with discipline and no major changes. Overall, actual cost and execution schedule performance were industry average. "
2014 SOGT CLO (FINAL).pdf,"The project’s safety incident rate was lower than Industry, but included a fatality. These  outcomes are aligned with the opportunity framing objectives which prioritized safety,  schedule, and quality over cost for the SOGT Project. There is an opportunity, however, for PETRONAS to set more competitive cost targets aligned with better than PETRONAS average  drivers at authorisation."
2014 SOGT CLO (FINAL).pdf,"As part of the project closeout interview and our subsequent analysis of its results, we identified several lessons learned. IPA’s lessons learned for the SOGT Project are based on our analysis of the project’s performance and the drivers of that performance, as well as our understanding of the Best Practices required for general and reproducible project success.  "
2014 SOGT CLO (FINAL).pdf,The lessons learned listed below provide key areas of focus for PETRONAS to improve  the performance of future projects. Some listed items represent opportunities for improvement  while others highlight positive practices that should be repeated on future projects. LESSONS LEARNED
2014 SOGT CLO (FINAL).pdf,"1. Recycling FEL to FEL 2 after a major scope change late in definition may extend cycle time, but can prevent the occurrence of issues in execution as a result of incomplete design. The SOGT Project received updated gas composition data in mid-2008 and also identified items that required recycling the FEED package before issuing the tender. By recycling back to FEL 2 to incorporate the changes and update the FEED package, instead of proceeding with the new information into execution, the SOGT Project achieved Advanced Study engineering definition (which is Best Practical) and reduced the risk of late changes.  "
2014 SOGT CLO (FINAL).pdf,"2. Ensuring that the local construction contractors’ and local labour force’s availability and ability are accounted for in project execution plans will help reduce execution issues and improve the likelihood of success. With the constraint of local content requirement for construction work, the SOGT Project anticipated the poor local labour productivity and lack of construction management skills from local contractors, and some cost and schedule allowances were made. However, the project’s construction progress was affected, and there are lessons learned for "
2014 SOGT CLO (FINAL).pdf,PETRONAS to mitigate against similar situations. There are two basic strategies  for dealing with low skill levels: (1) increase the amount and quality of construction  supervision and/or (2) provide extensive craft skills training for the project. PETRONAS significantly increased construction contractor support and oversight  and paired low-skill local contractors with experienced global contractors.
2014 SOGT CLO (FINAL).pdf,"3. The disposition of PETRONAS team members towards the selected contracting strategy served the project well and allowed the project team to optimally coordinate execution. To compensate for lean resources, the project team awarded the EPCC scope using an alliance concept. The selected contractor became an integral part of the project team and the project formed an Alliance Integrated Team, comprising both PETRONAS and contractor staff. Despite the lack of experience with alliance contracting, PETRONAS project leadership nurtured and promoted "
2014 SOGT CLO (FINAL).pdf,"CONFIDENTIAL 15 IPA   the alliance mentality throughout all organisational levels of the AIT, resulting in  owner and contractor truly working as a single team. This, coupled with good  project controls during execution, facilitated timely resolution of issues and good  change control. 4. Applying safety Best Practices that fit the local context improves safety outcomes."
2014 SOGT CLO (FINAL).pdf,"Despite using almost all of the safety Best Practices and setting appropriate safety targets, the SOGT Project suffered one fatality. Safety management, including training, is paramount for such complex, highly labour-intensive jobs, and the contractor workforce’s experience and its effects on safety need to be subject to a “deep dive” analysis. This was the first time PETRONAS, and its EPCC Alliance contractor carried out work in Sabah, and had limited knowledge of the local workforce capability, which only became a clearer “known unknown” after formation of the AIT. The local contractors were new to delivering on a project of such large magnitude and required close supervision by the team and the partner global construction contractors, who, for a number of them, were also new to the region. "
2014 SOGT CLO (FINAL).pdf,"For future projects in new areas for PETRONAS, a thorough analysis of potential local contractors should be reviewed during project definition to identify the minimal requirement for construction management, including safety management, by the owner team, the construction management contractor and the construction contractors.  "
2014 SOGT CLO (FINAL).pdf,5. Good execution discipline was a key factor in the project’s successful completion. Maintaining good project controls was a key factor in managing the work of both  the detailed engineering contractor and the construction contractors on the SOGT
2014 SOGT CLO (FINAL).pdf,Project. The good project controls and lack of major late changes or project manager turnover helped the SOGT Project achieve cost and schedule predictability targets. The SOGT Project maintained control and prevented major late changes through the use of the four project control Best Practices:  • Use of an owner cost specialist to validate cost estimate • Use of detailed physical progressing • Frequent and detailed progress status reporting • Assignment of an owner project control specialist 
2014 SOGT CLO (FINAL).pdf,"RECOMMENDATIONS We provide the following recommendation to improve PETRONAS’ project results: 1. By achieving better FEL while maintaining strong project controls, more aggressive  cost and schedule targets can be set. If a project is supported by strong drivers,  then failure to set appropriately aggressive targets is an opportunity cost. The"
2014 SOGT CLO (FINAL).pdf,"SOGT Project set conservative cost and average schedule targets at authorisation, consistent with the gaps in project definition. By closely using the PETRONAS project process to guide its work, the team could have achieved Best Practical FEL prior to authorisation. Projects with stronger drivers, especially Best Practical FEL, can expect to achieve better than industry average cost and schedule performance; these expectations are the motivation for performing better FEL. "
2014 SOGT CLO (FINAL).pdf,"PETRONAS needs to maintain its focus on setting aggressive targets and planning  effectively to do so, because it is more likely to achieve such targets when a project  has good definition and is executed with discipline. In the case of the SOGT Project, the team followed through with good project  controls and, by executing the project with discipline and with no project manager  turnover, was able to achieve predictable results. CONFIDENTIAL I IPA SAFETY PERFORMANCE APPENDIX Incidents per 200,000 field hours Safety Performance Incidents per 200,000 field hours Industry SOGT Project 0.0 0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1.0 Recordable Incident Rate Industry SOGT Project 0.00 0.05 0.10 0.15 0.20 0.25 0.30 DART Incident Rate Figure 2 Figure 2 shows the safety performance of the SOGT Project relative to industry norms. The SOGT Project had six DART incidents in 22,500,000 field hours for a rate of 0.05 per"
2014 SOGT CLO (FINAL).pdf,"200,000 field hours. There were no additional recordable incidents for the SOGT Project, leading to a total of six recordable incidents and a recordable incident rate of 0.05 per 200,000 field hours. These rates are significantly better than the industry average of 0.28 DART incidents and 0.73 recordable incidents per 200,000 field hours. As described in the project background section, in September 2012, the project recorded one construction worker fatality, a victim of an electrical short-circuit in the laydown area. Work was placed on hold for 3 months for investigation and resumed by November 2012 with stricter electrical work procedures. "
2014 SOGT CLO (FINAL).pdf,"During the construction phase, the project also experienced five fire incidents, which are not  captured by IPA as recordable safety incidents. The SOGT Project’s safety plan was based on the PETRONAS HSE (Health, Safety  and Environment) Safety Management System. PETRONAS projects typically perform IPA- identified practices that correlate with better safety, and all, except achieving Best Practical"
2014 SOGT CLO (FINAL).pdf,"FEL, were used by the SOGT Project: • Attaining Best Practical FEL     ���� • Rewarding workers for identifying hazards   ���� • Using pre-task planning      ���� • Giving recognition awards to individuals  for safety ���� • Incorporating safety into Constructability Reviews  ���� • Conducting post-project contractor safety reviews  ���� "
2014 SOGT CLO (FINAL).pdf,"CONFIDENTIAL II IPA COST ANALYSIS APPENDIX This section provides details on the cost analyses conducted for the SOGT Project. Consistent with the prospective evaluation, this closeout evaluation provides costs analyses  for the Gas Plant, Crude and Condensate Storage Tanks, and the Crude and Condensate Offshore Export Pipelines. Analyses are based on scope-specific cost capacity models. Cost  deviation analysis was conducted on the total project cost. Each portion of the scope was analysed in terms of both estimated and actual costs. Note that these estimate analyses took into account the authorisation estimate for each portion  of the scope, while the prospective evaluation cost analysis was based on an earlier estimate. Therefore, cost values and associated cost indices may not match the values reported in the  prospective evaluation report. COST DISTRIBUTION Table 7 summarises the estimated and actual costs for the SOGT Project. The base  estimate was MYR3.38 billion plus approximately MYR144.4 million in contingency. The total  funding available for this project was MYR3.8 billion. The final cost was MYR3.74 billion."
2014 SOGT CLO (FINAL).pdf,"IPA was provided with a grand total for the estimated cost at authorisation. The estimate was then broken into IPA categories using the prospective evaluation’s percentage splits. In addition, cost allocation of actual costs was based on assumptions for certain cost categories such as office costs, as IPA was provided with a grand total for these costs. Office costs were prorated between the different scopes based on the cost of equipment, bulk materials and construction labour, which were the costs provided by the project team.  "
2014 SOGT CLO (FINAL).pdf,"CONFIDENTIAL III IPA Table 7 SOGT Project Cost Distribution17 Description Actual Cost (MYR millions) Estimated Cost (MYR  millions) Deviation18  (percent of   estimated cost) As-Spent De-Escalated  to Estimate Date Office Costs 515.9 516.4 585.4 — Front-End Loading 194.4 205.5 194.4 — Detailed Engineering 194.6 188.2 180.1 — Project Management 127.0 122.7 210.9 — Major Equipment 744.7 744.7 689.4 — Bulk Materials 739.9 685.4 683.6 — Field Labour 1,614.4 1,625.0 1,424.9 — Construction Labour 897.9 923.4 830.3 — Construction Management 371.3 381.9 249.7 — Other Construction-Related Costs 345.2 319.7 345.0 — Contingency Not Applicable Not Applicable 144.4 Not applicable Total Capital Cost w/o Escalation 3,614.9 3,571.5 3,527.7 1.0 percent Escalation Not Applicable Not Applicable 152.0 Not applicable Total Capital Costs 3,614.9 3,571.5 3,679.7 -3.0 percent Special Costs 40.9 — 37.9 Not reported Start-Up Costs 89.1 — 82.4 Not reported Total Project Costs 3,744.9 — 3,800.00 — Total Costs as Lump-Sum Contracts19 3,614.9 3,520.9 3,527.9 0 percent COST ADJUSTMENT To compare projects on equal bases, IPA maintains project costs in its databases  adjusted to a constant location, currency, and time frame. To allow for comparison with any  specific project, we adjust our metrics to the location, currency, and time frame of that project. All cost metrics presented reflect the project's money of the day (MOD), which excludes  escalation incorporated in estimates."
2014 SOGT CLO (FINAL).pdf,"The total cost is presented in Malaysian Ringgit. However, analyses for the separate project scopes were conducted after converting costs provided by the project team to US dollars, using exchange rates also provided by the team. IPA used an exchange rate of US$1 = MYR3.11 for PETRONAS office costs and a rate of US$1 = MYR3.35 for EPCC costs.  "
2014 SOGT CLO (FINAL).pdf,"Location adjustment was conducted assuming a wage rage of US$18 per hour and a  productivity of 1.71, based on projects in IPA’s database and in particular large projects  executed in Malaysia. 17 Costs may not add exactly due to rounding 18 Cost allocation to the IPA categories for the estimate is approximate and therefore cost deviation per category  is not reported 19 Consideration of total costs as lump sum contracts is for the calculation of cost deviation due to the approximate  nature of the allocation of both estimate and actual costs. CONFIDENTIAL IV IPA COST DEVIATION Cost Deviation Industry PETRONAS SOGT Project -6% -5% -4% -3% -2% -1% 0% Deviation From Plan Figure 3 The actual cost of the SOGT Project was MYR3.74 billion. The estimated cost was"
2014 SOGT CLO (FINAL).pdf,"MYR3.8 billion. IPA calculates cost deviation by de-escalating actual costs to the estimate date and then comparing to the estimate cost excluding escalation. According to IPA’s calculation of cost deviation, cost deviation for the SOGT Project was 1 percent. However, the accuracy of the allocation of actual costs may affect de-escalation to the estimate date. If IPA considers both the actual and estimate costs as lump-sum costs comprising 50 percent materials and 50 percent labour then the resulting cost deviation is 0 percent as shown in "
2014 SOGT CLO (FINAL).pdf,"Table 7. As shown in Figure 3 the average cost deviation for PETRONAS is -5 percent. Historically, Industry deviates from its cost estimate by -1 percent."
2014 SOGT CLO (FINAL).pdf,"Allocation of the cost estimate into IPA cost categories should be considered approximate, since it was based on the prospective evaluation’s cost percentage splits. This prevents IPA from providing a cost deviation analysis per cost category with details on the drivers of the overall cost deviation.  "
2014 SOGT CLO (FINAL).pdf,"CONFIDENTIAL V IPA CONTINGENCY Industry Benchmark Contingency Use 50% 80% Contingency Used (% of base estimate) -5% 1% 8% 16% 24% 25% of projects use this  much or less 10% of projects use this  much or less 75% of projects use this  much or less 90% of projects use this  much or less SOGT Project Estimate Contingency: 4 percent Actual Contingency Used: 6 percent Figure 4 Based on FEL quality, technical difficulty, and other characteristics of the SOGT"
2014 SOGT CLO (FINAL).pdf,"Project, Industry historically requires 8 percent contingency. The project contingency authorised as a percentage of the base estimate was 4 percent. The actual, required contingency was 6 percent, as shown in Figure 4. Both the authorised contingency and contingency required are lower than the industry average contingency required but are within the 50 percent range.  "
2014 SOGT CLO (FINAL).pdf,CONFIDENTIAL VI IPA GAS PLANT COST CAPACITY ANALYSIS
2014 SOGT CLO (FINAL).pdf,"To determine if the absolute cost of executing gas plant projects is comparable to the industry averages, IPA has developed a Gas Plant Cost Capacity Model. The costs considered for the cost analysis of the SOGT Project gas plant are shown in Table 8. The estimated costs presented should be considered approximate and only indicate the nature (i.e. conservative or aggressive) of the authorisation cost estimate. As with the total estimated costs for SOGT "
2014 SOGT CLO (FINAL).pdf,"Project, estimate costs for the gas plant were pro-rated based on the cost allocation of the  prospective evaluation."
2014 SOGT CLO (FINAL).pdf,"The costs presented exclude the finger type slugcatcher and the export compression facilities, because these are not typical elements of the comparison projects. The associated actual costs were provided by the project team and were excluded from the analysis. In order to remove these costs from the estimate, IPA used the percentage cost reduction of the respective actual cost categories.   "
2014 SOGT CLO (FINAL).pdf,"Table 8 SOGT Gas Plant Cost Distribution20 Description Actual Cost (nominal –  millions) Estimated Cost (nominal –  millions) MYR  US$ MYR US$ Office Costs 313.3 98.2 355.4 112.0 Front-End Loading 118.0 38.1 118.0 38.1 Detailed Engineering 118.1 35.3 109.4 32.6 Project Management 77.1 24.9 128.1 41.3 Major Equipment 166.8 49.8 229.1 68.4 Bulk Materials 264.3 78.9 385.6 115.1 Field Labour 720.3 215.0 793.8 252.4 Construction Labour 294.8 88.0 441.9 147.3 Construction Management 225.5 67.3 151.6 45.3 Other Construction-Related Costs 200.0 59.7 200.3 59.8 Contingency Not Applicable Not Applicable 87.7 26.2 Total Capital Cost w/o Escalation 1,464.7 442.0 1,851.6 574.1 Escalation Not Applicable Not Applicable 92.3 27.6 Total Capital Costs 1,464.7 442.0 1,943.9 601.7 Special Costs 24.8 7.4 23.0 6.8 Start-Up Costs 54.1 16.1 50.1 14.9 Total Project Costs 1,543.6 465.5 2,017.0 623.5 20 Cost may not add up due to rounding CONFIDENTIAL VII IPA Cost Capacity Analysis 50% 80% Industry Benchmark Cost Index 0.61 0.76 1.00 1.22 1.55 25% of projects lower 10% of projects lower 75% of projects lower 90% of projects lower SOGT Gas Plant Actual Cost: $442.0 million Cost Index: 1.10 Project Cost (millions of $) 245 305 402 490 623 Figure 5 Figure 5 illustrates the position of the SOGT Project Gas Plant relative to the industry  norm. The industry average cost is $402 million (in MOD of the actual costs), with an  interquartile (50 percent) range of $305 million to $490 million. The actual cost for the SOGT Project was $442.0 million, yielding a cost index of 1.10. In contrast, the cost index for the  authorisation estimated cost is 1.46, indicating a conservative estimate, which the project team  managed to underrun. CONFIDENTIAL VIII IPA GAS PLANT COST RATIO ANALYSIS A cost ratio analysis was conducted to evaluate the project’s cost performance drivers. The ratio analysis was based on the gas plant comparison projects described in previous  sections. Table 9 SOGT Gas Plant Cost Ratio Analysis Key Ratio21 Gas Plant  Comparison Dataset   (Average Followed by the 2nd and 3rd Quartile Range) Estimate Actual Office to Bulk Materials 1.03 1.35 0.86 (0.52 – 1.43) Project Definition to Bulk Materials 0.33 0.35 0.16 (0.06 – 0.29) Detailed Design to Bulk Materials 0.31 0.47 0.29 (0.12 – 0.50) Project Management to Bulk Materials 0.39 0.33 0.44 (0.16 – 0.77) Field Labour to Bulk Materials 2.36 2.95 1.96 (1.01 – 3.03) Construction Management to Bulk Materials 0.42 0.95 0.24 (0.18 – 0.81) Construction Labour to Bulk Materials 1.38 1.24 1.43 (0.68 – 2.02) Other Construction to Bulk Materials 0.56 0.76 0.29 (0.12 – 0.42)"
2014 SOGT CLO (FINAL).pdf,"Table 9 compares key cost ratios for the SOGT Gas Plant with the averages for the comparison dataset. The values listed for the comparison dataset are the averages and the normal ranges (the range that includes the second and third quartiles). The higher than industry average cost index for the gas plant was driven predominantly by higher than industry project definition and detailed design costs, as well as high construction management costs. "
2014 SOGT CLO (FINAL).pdf,"High definition costs can be explained by the extended project definition duration, due to the project’s recycle to FEL 2. The estimate ratios are lower than the actual ratios because the estimate bulk materials (as well as equipment) costs were much higher than the actual costs, which causes the high cost capacity index while lowering the ratios to bulk materials.                                                   "
2014 SOGT CLO (FINAL).pdf,"21 The ratios presented in this table are based on conversion of the dataset metrics to the project’s money of the  day as of the estimate, with actual costs de-escalated to the time of the estimate. CONFIDENTIAL IX IPA STORAGE TANK COST CAPACITY ANALYSIS"
2014 SOGT CLO (FINAL).pdf,"To determine if the absolute cost of executing tank projects is comparable to the industry averages, IPA has developed a cost capacity model. IPA’s Tank Cost Capacity Model benchmarks tank erection costs only, which means that associated office costs are excluded from the analysis. The costs considered for analysis are shown in Table 10.   "
2014 SOGT CLO (FINAL).pdf,Table 10 SOGT Storage Tank Cost Distribution Actual (nominal – millions) Estimate (nominal – millions) MYR US$ MYR US$ Crude Storage Tanks 74.0 22.1 65.7 19.6 Condensate Storage Tanks 25.6 7.6 30.1 8.9 Crude Storage Tanks 50% 80% Industry Benchmark Cost Index 0.79 0.88 1.00 1.11 1.23 25% of projects lower 10% of projects lower 75% of projects lower 90% of projects lower Crude Tank Actual Cost: $22.1 million Cost Index: 0.86 Project Cost (millions of $) 20.2 22.5 25.6 28.4 31.5 Figure 6
2014 SOGT CLO (FINAL).pdf,"Figure 6 illustrates the crude storage tanks’ costs relative to the industry norm. The industry average cost is $25.6 million (in MOD of the actual costs), with a normal range of $22.5 million to $28.4 million. The actual cost for the SOGT Project was $22.1 million, yielding a cost index of 0.86. The cost index of the authorisation estimated cost is 0.77.  "
2014 SOGT CLO (FINAL).pdf,"CONFIDENTIAL X IPA Condensate Storage Tanks 50% 80% Industry Benchmark Cost Index 0.79 0.88 1.00 1.11 1.23 25% of projects lower 10% of projects lower 75% of projects lower 90% of projects lower Condensate Tank Actual Cost: $7.6 million Cost Index: 0.71 Project Cost (millions of $) 8.5 9.4 10.7 11.9 13.2 Figure 7 Figure 7 illustrates the condensate storage tanks’ costs relative to the industry norm. The industry average cost is $10.7 million (in MOD of the actual costs), with a normal range  of $9.4 million to $11.9 million. The cost for the SOGT condensate storage tanks was $7.6  million, yielding a cost index of 0.71. The cost index of the authorisation estimated cost is 0.83. CONFIDENTIAL XI IPA OFFSHORE PIPELINE COST CAPACITY ANALYSIS"
2014 SOGT CLO (FINAL).pdf,"To determine if the absolute cost of offshore pipeline projects is comparable to the industry average, IPA has developed a cost capacity model. IPA’s Export Pipeline Model predicts the cost of an offshore pipeline based on historical project expenditures and takes into account the pipeline’s length and diameter, as well as the maximum water depth and the region the pipeline is installed in. The costs considered for analysis are shown in Table 11.   "
2014 SOGT CLO (FINAL).pdf,Table 11 SOGT Export Pipeline Cost Distribution Actual (nominal – millions) Estimate (nominal – millions) MYR US$ MYR US$ 36-inch Pipeline 92.2 28.0 104.5 31.6 28-inch Pipeline 93.5 28.3 106.0 32.1 Crude 36-inch Export Pipeline 50% 80% Industry Benchmark Cost Index 0.56 0.72 1.00 1.23 1.56 25% of projects lower 10% of projects lower 75% of projects lower 90% of projects lower 36-inch Pipeline Actual Cost: $28 million Cost Index: 0.86 Project Cost (millions of $) 18.3 23.5 32.6 40.1 50.9 Figure 8 CONFIDENTIAL XII IPA
2014 SOGT CLO (FINAL).pdf,"Figure 8 illustrates the 36-inch crude export pipeline’s costs relative to the industry norm. The industry average cost is $32.6 million (in MOD of the actual costs), with a normal range of $23.5 million to $40.1 million. The cost for the SOGT Project’s 36-inch pipeline was $28 million, yielding a cost index of 0.86. The cost index of the authorisation estimated cost is "
2014 SOGT CLO (FINAL).pdf,1.00. Condensate 28-inch Export Pipeline 50% 80% Industry Benchmark Cost Index 0.57 0.72 1.00 1.22 1.55 25% of projects lower 10% of projects lower 75% of projects lower 90% of projects lower 28-inch Pipeline Actual Cost: $28.3 million Cost Index: 1.02 Project Cost (millions of $) 15.9 20.0 27.8 33.9 43.1 Figure 9
2014 SOGT CLO (FINAL).pdf,"Figure 9 illustrates the 28-inch condensate export pipeline’s costs relative to the industry norm. The industry average cost is $27.8 million (in MOD of the actual costs), with a normal range of $20 million to $33.9 million. The cost for the SOGT Project’s 28-inch pipeline was $28.3 million, yielding a cost index of 1.02. The cost index of the authorisation estimated cost is 1.17. "
